relname,25%,50%,75%,count,max,mean,min,std
component_comments,0.0,0.0,0.0,527.0,15476.0,247.5237191650854,0.0,1327.0700133202668
component_custom_fields,0.0,0.0,0.0,527.0,36098730.0,77068.80265654648,0.0,1582671.3853477498
component_ignored,0.0,0.0,19.0,527.0,51953.0,595.134724857685,0.0,3432.9448629981102
component_license,4.0,7061.0,66278.0,529.0,2788836.0,132180.30245746693,0.0,366994.0336638088
component_match_types,1.0,7309.0,68637.0,529.0,3042168.0,143636.58601134215,0.0,399889.9336294186
component_matches,0.0,3235.0,129081.5,527.0,12930639.0,387641.33206831117,0.0,1305846.4879756665
component_metadata,81.0,2964.0,8873.0,51.0,28038.0,5835.21568627451,0.0,7471.473550281031
component_policies,0.0,0.0,553.5,527.0,1917149.0,17541.362428842505,0.0,102908.4022542773
component_search_dashboard,516.5,3717.0,11779.0,527.0,130237.0,9844.650853889943,0.0,15735.403598458557
component_usages,2.0,6905.0,67379.0,529.0,2788810.0,132160.89224952742,0.0,366892.02601111797
component_vulnerability,128.0,5949.0,64148.0,529.0,4653208.0,115637.97731568998,0.0,347342.60957250244
copyright_data,0.0,0.0,41.0,527.0,4983213.0,38311.73814041746,0.0,271818.8641430879
cron_triggers,10.0,10.0,10.0,527.0,23908.0,71.3111954459203,0.0,1066.5843380256372
depend,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
file_adjustment,0.0,0.0,0.0,527.0,122969.0,1624.550284629981,0.0,10527.36774794219
fired_triggers,2.0,3.0,4.0,527.0,12.0,3.208728652751423,0.0,1.8370085660818414
hierarchical_version_bom_match,0.0,0.0,0.0,527.0,15039828.0,114072.16888045541,0.0,813826.9117237059
hierarchical_version_bom_node,0.0,0.0,0.0,527.0,9234506.0,43479.01328273245,0.0,434596.8070438861
job_details,22.0,22.0,22.0,527.0,5188.0,32.8595825426945,0.0,225.83043038368052
job_history,757739.0,760774.0,764009.0,527.0,1319727.0,743574.8216318786,0.0,108543.14902847417
job_instances,0.0,0.0,0.0,527.0,85920.0,596.1726755218216,0.0,5700.4133015536345
job_statistics,45036.5,46583.0,47972.0,527.0,78483.0,45762.654648956355,0.0,6236.380427064745
job_workers,0.0,0.0,0.0,527.0,10939.0,24.447817836812145,0.0,478.14159872525283
journal,1293.5,52700.0,944823.0,527.0,219373826.0,3192690.808349146,0.0,13048590.001243396
kb_gateway_license_cache,0.0,0.0,0.0,527.0,0.0,0.0,0.0,0.0
license_additional_data,0.0,0.0,0.0,527.0,311.0,2.2770398481973433,0.0,21.807294284172603
license_dashboard,0.0,61.0,155.5,527.0,582.0,96.54079696394687,0.0,108.8678767460648
local_node,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
local_sync_status,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
locks,0.0,0.0,0.0,527.0,4.0,0.4098671726755218,0.0,1.214197297551104
migrated_objects,0.0,0.0,0.0,527.0,152.0,0.29601518026565465,0.0,6.623185113614044
node,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
node_interface,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0
notification,131.0,1844.0,17651.0,527.0,675069.0,31202.020872865276,0.0,87056.1615370895
notification_subscriber,528.5,18770.0,452600.0,527.0,367583501.0,4766479.922201139,0.0,27858141.565235827
